NACA 2412
  0.143096  -0.001876
  0.142164  -0.001938
  0.141217  -0.002002
  0.140256  -0.002066
  0.139282  -0.002132
  0.138293  -0.002198
  0.137290  -0.002265
  0.136275  -0.002332
  0.135246  -0.002401
  0.134205  -0.002470
  0.133151  -0.002539
  0.132085  -0.002610
  0.131007  -0.002681
  0.129917  -0.002753
  0.128816  -0.002825
  0.127703  -0.002898
  0.126580  -0.002972
  0.125446  -0.003046
  0.124302  -0.003121
  0.123148  -0.003196
  0.121984  -0.003271
  0.120811  -0.003347
  0.119629  -0.003424
  0.118438  -0.003500
  0.117238  -0.003577
  0.116030  -0.003655
  0.114814  -0.003733
  0.113591  -0.003810
  0.112360  -0.003888
  0.111122  -0.003967
  0.109878  -0.004045
  0.108627  -0.004124
  0.107370  -0.004202
  0.106108  -0.004280
  0.104840  -0.004359
  0.103566  -0.004437
  0.102288  -0.004515
  0.101006  -0.004593
  0.099719  -0.004671
  0.098429  -0.004748
  0.097135  -0.004825
  0.095838  -0.004901
  0.094538  -0.004977
  0.093235  -0.005053
  0.091930  -0.005127
  0.090623  -0.005202
  0.089315  -0.005275
  0.088005  -0.005348
  0.086695  -0.005419
  0.085383  -0.005490
  0.084072  -0.005560
  0.082760  -0.005628
  0.081449  -0.005696
  0.080138  -0.005762
  0.078829  -0.005827
  0.077520  -0.005891
  0.076214  -0.005953
  0.074909  -0.006013
  0.073606  -0.006072
  0.072306  -0.006129
  0.071009  -0.006185
  0.069715  -0.006238
  0.068425  -0.006290
  0.067138  -0.006340
  0.065864  -0.006388
  0.064596  -0.006435
  0.063334  -0.006481
  0.062076  -0.006526
  0.060824  -0.006570
  0.059577  -0.006613
  0.058337  -0.006655
  0.057103  -0.006695
  0.055875  -0.006734
  0.054654  -0.006771
  0.053440  -0.006807
  0.052234  -0.006840
  0.051035  -0.006872
  0.049844  -0.006902
  0.048662  -0.006930
  0.047488  -0.006956
  0.046322  -0.006980
  0.045166  -0.007001
  0.044019  -0.007020
  0.042882  -0.007036
  0.041754  -0.007050
  0.040637  -0.007061
  0.039529  -0.007070
  0.038433  -0.007075
  0.037347  -0.007078
  0.036272  -0.007078
  0.035209  -0.007075
  0.034157  -0.007068
  0.033118  -0.007059
  0.032090  -0.007046
  0.031074  -0.007030
  0.030072  -0.007010
  0.029081  -0.006987
  0.028104  -0.006961
  0.027141  -0.006931
  0.026190  -0.006897
  0.025254  -0.006860
  0.024331  -0.006819
  0.023422  -0.006775
  0.022528  -0.006726
  0.021649  -0.006674
  0.020784  -0.006618
  0.019934  -0.006559
  0.019100  -0.006495
  0.018280  -0.006427
  0.017477  -0.006356
  0.016689  -0.006280
  0.015918  -0.006201
  0.015162  -0.006117
  0.014423  -0.006030
  0.013701  -0.005938
  0.012995  -0.005843
  0.012306  -0.005743
  0.011634  -0.005640
  0.010980  -0.005532
  0.010343  -0.005420
  0.009724  -0.005304
  0.009122  -0.005185
  0.008539  -0.005061
  0.007973  -0.004933
  0.007426  -0.004801
  0.006897  -0.004665
  0.006387  -0.004525
  0.005895  -0.004381
  0.005423  -0.004233
  0.004969  -0.004081
  0.004534  -0.003926
  0.004119  -0.003766
  0.003722  -0.003602
  0.003346  -0.003434
  0.002988  -0.003263
  0.002651  -0.003087
  0.002333  -0.002908
  0.002035  -0.002725
  0.001757  -0.002538
  0.001499  -0.002347
  0.001261  -0.002152
  0.001043  -0.001954
  0.000845  -0.001752
  0.000668  -0.001546
  0.000511  -0.001336
  0.000374  -0.001123
  0.000258  -0.000905
  0.000163  -0.000685
  0.000088  -0.000460
  0.000034  -0.000232
